"Libellé";"idBank";"Dernière mise à jour";"Période";"1949";"1950";"1951";"1952";"1953";"1954";"1955";"1956";"1957";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix d'achat des moyens de production agricole (IPAMPA) - Matériel de récolte";"010777093";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"76.1";"77.2";"79.9";"82.6";"85.0";"86.7";"87.9";"89.7";"92.0";"92.6";"93.2";"94.2";"94.9";"96.6";"99.6";"100.0";"101.9";"111.7";"122.1";"122.1";"122.0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix d'achat des moyens de production agricole (IPAMPA) - Tracteurs";"010777094";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"74.6";"74.7";"75.7";"78.4";"81.6";"82.0";"83.7";"85.1";"86.8";"87.3";"88.0";"89.1";"92.0";"96.2";"98.0";"100.0";"103.3";"108.7";"115.9";"114.4";"116.0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix d'achat des moyens de production agricole (IPAMPA) - Remorques";"010777095";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"67.1";"68.8";"71.2";"81.8";"87.9";"87.4";"87.6";"89.9";"92.1";"92.3";"92.9";"92.4";"92.4";"96.1";"98.2";"100.0";"105.4";"119.1";"125.4";"129.4";"130.2"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix d'achat des moyens de production agricole (IPAMPA) - Véhicules utilitaires";"010777096";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"82.9";"85.2";"88.7";"90.9";"92.4";"92.2";"92.7";"94.4";"94.9";"96.6";"96.5";"96.1";"96.2";"96.3";"98.2";"100.0";"102.3";"109.6";"120.4";"123.0";"123.2"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix d'achat des moyens de production agricole (IPAMPA) - Ouvrages";"010777097";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"75.4";"80.3";"84.9";"91.6";"86.0";"90.0";"95.7";"96.4";"95.2";"93.8";"92.4";"91.8";"95.0";"99.7";"100.6";"100.0";"113.0";"129.2";"125.1";"122.0";"124.1"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix d'achat des moyens de production agricole (IPAMPA) - Bâtiments d'exploitation";"010777098";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"75.7";"80.7";"85.6";"92.5";"85.5";"89.7";"95.6";"95.8";"94.4";"92.9";"92.1";"91.4";"94.7";"99.8";"100.5";"100.0";"115.0";"132.7";"127.0";"122.9";"125.3"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix d'achat des moyens de production agricole (IPAMPA) - Ouvrages de génie civil";"010777099";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"74.3";"78.6";"82.0";"87.8";"87.8";"91.3";"95.9";"98.8";"98.4";"97.6";"93.9";"93.0";"96.0";"99.4";"101.1";"100.0";"104.8";"115.0";"117.5";"118.1";"119.2"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Indice général";"010776418";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100.0";"111.1";"135.4";"131.2";"127.2";"130.5"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Indice général sauf fruits et légumes, pommes de terre, fleurs coupées et plantes en pots";"010776419";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100.0";"111.0";"138.7";"131.8";"126.1";"131.9"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Produits végétaux sauf fruits et légumes, pommes de terre, fleurs coupées et plantes en pots";"010776420";"31/07/2026 12:00";"";"12.3";"12.7";"13.4";"14.6";"13.9";"12.9";"12.5";"14.4";"15.6";"21.8";"18.4";"18.2";"18.6";"20.7";"19.7";"19.1";"19.1";"20.3";"21.6";"22.0";"22.9";"25.1";"24.9";"27.9";"32.2";"34.8";"35.5";"44.4";"45.2";"47.1";"51.2";"53.8";"59.3";"68.1";"73.7";"75.8";"74.0";"75.7";"72.8";"71.6";"77.5";"79.8";"80.1";"71.9";"65.7";"65.9";"69.5";"68.6";"67.9";"68.6";"67.2";"65.7";"66.8";"65.1";"67.4";"67.6";"60.4";"66.4";"83.9";"86.2";"69.4";"78.8";"94.5";"99.2";"98.4";"92.5";"91.0";"93.2";"95.0";"98.6";"99.3";"100.0";"117.7";"147.8";"124.1";"114.9";"111.0"
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Céréales";"010776421";"31/07/2026 12:00";"";"22.2";"22.7";"30.3";"32.5";"31.3";"28.8";"29.2";"32.0";"27.8";"30.6";"33.6";"34.5";"35.6";"37.3";"37.5";"35.2";"35.7";"39.0";"41.4";"40.7";"39.8";"43.7";"44.9";"47.6";"49.3";"60.5";"59.7";"68.9";"74.6";"78.4";"81.5";"86.7";"97.4";"109.5";"118.7";"118.1";"113.9";"115.4";"111.1";"105.5";"103.6";"100.1";"105.2";"97.9";"89.6";"77.9";"78.8";"77.5";"72.9";"64.8";"64.6";"65.2";"65.1";"60.3";"65.8";"67.5";"57.2";"67.6";"105.1";"104.7";"68.7";"87.1";"117.6";"124.5";"112.8";"96.5";"92.3";"83.9";"87.3";"96.5";"94.3";"100.0";"129.3";"182.9";"133.0";"115.9";"109.1"
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Orge";"010776422";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"60.8";"71.0";"74.4";"77.4";"83.2";"86.2";"97.5";"113.1";"122.1";"125.3";"115.4";"116.2";"108.8";"109.4";"106.4";"101.5";"109.3";"101.4";"93.4";"85.2";"86.5";"83.1";"77.3";"69.5";"71.2";"73.5";"70.5";"62.6";"68.3";"68.3";"61.4";"72.4";"122.8";"107.8";"62.9";"83.9";"122.9";"131.1";"113.6";"100.7";"100.8";"87.9";"94.8";"111.3";"97.1";"100.0";"137.6";"196.3";"145.7";"128.3";"116.0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Orge de mouture";"010776423";"31/07/2026 12:00";"";"19.0";"18.0";"25.1";"27.1";"24.1";"22.2";"24.5";"24.3";"24.0";"26.6";"29.7";"30.1";"29.2";"32.3";"30.9";"29.5";"30.7";"33.7";"35.7";"35.6";"35.7";"39.8";"41.4";"44.7";"43.7";"55.4";"56.6";"65.8";"69.0";"71.0";"77.5";"80.5";"89.0";"101.9";"110.5";"114.0";"108.7";"108.5";"99.5";"97.1";"97.9";"92.4";"101.4";"93.5";"86.1";"78.7";"79.0";"77.3";"74.7";"67.2";"68.9";"70.6";"67.0";"59.2";"65.8";"67.1";"59.8";"66.5";"108.3";"97.6";"61.5";"81.7";"113.1";"129.2";"113.3";"96.6";"97.8";"80.1";"85.3";"106.5";"96.9";"100.0";"131.7";"183.4";"133.1";"112.2";"113.9"
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Orge de brasserie";"010776424";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"80.5";"96.1";"99.7";"108.2";"110.2";"113.1";"136.9";"164.2";"175.3";"177.3";"147.3";"152.7";"152.0";"165.3";"145.5";"143.4";"141.9";"136.2";"125.4";"113.0";"121.1";"107.0";"82.1";"74.3";"75.5";"81.7";"81.4";"73.6";"74.4";"68.0";"64.0";"81.8";"145.9";"124.2";"65.1";"87.5";"138.5";"134.1";"114.1";"107.3";"105.7";"100.6";"110.4";"119.2";"97.5";"100.0";"146.6";"215.6";"164.6";"152.5";"119.1"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Blé tendre";"010776425";"31/07/2026 12:00";"";"21.4";"22.5";"29.4";"31.5";"31.2";"28.8";"28.2";"32.2";"26.6";"29.3";"31.9";"33.0";"34.9";"35.6";"36.6";"34.2";"34.3";"37.5";"39.9";"38.9";"37.6";"41.2";"42.7";"44.7";"46.3";"52.5";"56.1";"65.1";"70.3";"75.0";"77.7";"82.7";"92.4";"102.8";"110.8";"108.2";"104.6";"109.3";"105.3";"100.0";"99.7";"93.9";"96.9";"94.1";"85.8";"74.7";"73.8";"73.0";"70.5";"61.4";"60.6";"60.6";"61.2";"56.4";"62.2";"64.6";"52.8";"63.7";"100.0";"102.4";"67.1";"86.1";"113.2";"121.6";"111.4";"95.3";"89.0";"80.4";"84.1";"94.1";"93.3";"100.0";"125.0";"177.9";"126.3";"112.2";"105.3"
"Codes";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Blé dur";"010776426";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"79.9";"72.0";"82.6";"81.6";"80.8";"94.3";"100.7";"109.5";"128.8";"125.0";"117.0";"128.8";"115.9";"99.0";"110.8";"105.5";"96.6";"90.5";"84.9";"67.5";"70.0";"66.9";"74.2";"61.5";"56.5";"52.0";"60.5";"62.4";"65.2";"58.2";"59.0";"63.5";"101.7";"124.4";"69.6";"72.4";"114.1";"104.3";"95.7";"115.0";"116.1";"88.7";"82.1";"77.7";"85.2";"100.0";"127.3";"172.8";"146.1";"115.8";"101.1"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Avoine";"010776427";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"65.9";"76.6";"78.9";"89.4";"107.0";"80.7";"79.3";"92.7";"88.4";"80.4";"68.0";"74.7";"85.5";"78.2";"64.7";"61.4";"65.8";"66.0";"54.5";"43.1";"50.4";"66.0";"63.2";"51.5";"51.6";"51.4";"70.4";"101.4";"106.9";"54.5";"59.3";"112.0";"132.9";"97.3";"74.8";"85.0";"100.8";"84.5";"79.5";"82.5";"100.0";"117.8";"143.3";"131.7";"144.9";"112.2"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Sorgho";"010776428";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"81.6";"90.4";"105.6";"116.5";"114.6";"110.4";"116.5";"109.2";"97.7";"95.5";"94.0";"106.2";"93.4";"80.4";"70.7";"75.7";"75.8";"68.1";"59.9";"58.4";"59.4";"60.0";"64.3";"69.8";"80.1";"67.5";"73.7";"103.8";"101.2";"74.2";"89.5";"125.6";"127.7";"133.6";"96.2";"91.8";"88.9";"95.6";"95.2";"97.7";"100.0";"132.1";"191.3";"145.7";"119.3";"118.7"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Triticale";"010776429";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"89.6";"93.5";"93.7";"90.6";"83.2";"74.9";"74.9";"70.4";"61.6";"56.9";"58.9";"63.1";"59.8";"64.0";"68.5";"53.3";"62.5";"102.3";"101.8";"65.0";"82.3";"115.3";"128.6";"118.8";"93.5";"90.5";"83.3";"86.5";"96.1";"96.5";"100.0";"132.4";"185.1";"134.5";"111.4";"112.0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Maïs";"010776430";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"48.5";"49.2";"53.1";"55.2";"74.0";"64.8";"76.1";"84.7";"88.4";"90.6";"96.1";"109.6";"124.2";"136.0";"136.8";"138.9";"129.2";"126.9";"116.2";"109.2";"115.5";"130.8";"105.9";"96.9";"83.2";"89.9";"88.2";"76.8";"72.4";"73.9";"75.7";"73.3";"68.9";"74.8";"77.2";"66.8";"77.0";"109.9";"101.4";"75.7";"96.0";"126.8";"133.2";"119.8";"93.7";"91.7";"91.5";"92.9";"96.2";"97.1";"100.0";"135.1";"188.5";"138.7";"116.4";"115.1"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Oléagineux";"010776431";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"119.5";"100.7";"51.4";"62.7";"65.9";"62.6";"64.2";"66.0";"68.7";"54.2";"58.0";"71.8";"74.4";"70.6";"63.6";"61.6";"69.8";"95.2";"111.8";"74.9";"105.0";"123.9";"141.2";"109.7";"92.1";"98.1";"96.4";"97.0";"90.2";"94.9";"100.0";"145.1";"185.6";"123.4";"122.3";"127.1"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Colza";"010776432";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"55.8";"55.5";"57.0";"63.4";"71.1";"75.9";"88.6";"103.5";"118.4";"118.8";"119.1";"116.8";"101.9";"99.2";"112.3";"105.4";"93.8";"50.0";"58.6";"66.5";"59.0";"65.6";"65.7";"68.0";"50.4";"56.4";"69.1";"70.3";"70.1";"61.0";"58.8";"70.3";"89.4";"112.1";"74.6";"101.7";"125.0";"139.0";"108.8";"91.5";"96.7";"95.5";"97.7";"91.2";"96.6";"100.0";"145.9";"187.8";"119.9";"121.3";"125.5"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Tournesol";"010776433";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"105.6";"128.5";"151.8";"176.7";"176.9";"173.4";"165.5";"150.4";"130.7";"174.6";"142.4";"114.2";"56.6";"71.5";"72.7";"71.9";"65.1";"69.0";"75.0";"62.8";"62.3";"81.9";"87.5";"72.8";"72.1";"70.3";"68.4";"113.2";"112.6";"74.7";"114.8";"121.5";"148.3";"111.7";"89.3";"103.6";"99.2";"93.4";"84.8";"87.7";"100.0";"144.9";"182.6";"123.7";"124.3";"134.0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Soja";"010776434";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"125.8";"120.9";"59.1";"70.0";"56.7";"60.8";"67.5";"74.4";"58.5";"55.8";"68.9";"62.3";"69.1";"76.5";"61.9";"63.6";"64.2";"93.4";"89.3";"86.5";"109.4";"108.0";"135.8";"119.2";"114.5";"100.7";"102.8";"100.1";"93.5";"92.9";"100.0";"139.7";"180.2";"149.5";"120.9";"111.2"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Pommes de terre";"010776435";"31/07/2026 12:00";"";"3.7";"4.9";"3.5";"4.9";"4.9";"3.7";"2.5";"4.5";"4.8";"8.8";"7.6";"5.4";"4.0";"9.2";"5.5";"4.6";"7.5";"8.3";"6.3";"3.9";"8.6";"10.4";"5.3";"10.4";"14.5";"11.7";"15.5";"44.7";"20.8";"10.7";"18.6";"13.9";"19.3";"27.7";"30.4";"46.0";"16.1";"23.1";"20.5";"22.9";"32.5";"31.6";"31.6";"23.8";"23.8";"37.4";"43.0";"33.8";"33.2";"38.7";"42.4";"33.6";"37.4";"35.1";"36.0";"35.5";"31.4";"47.5";"51.9";"36.9";"33.2";"38.1";"46.0";"45.8";"74.4";"46.2";"51.3";"81.4";"78.9";"74.1";"102.9";"100.0";"106.4";"147.2";"185.3";"197.4";"130.4"
